Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,season,Name
60,60,3/16/2011,23-002,GSW,DAL,1,32:14:00,4,10,0.4,2,4,0.5,0,1,0,0,0,0,5,1,0,3,2,10,4.9,season_2,SC
61,61,3/18/2011,23-004,GSW,PHO,1,34:40:00,6,13,0.462,2,5,0.4,1,1,1,1,1,2,5,0,0,2,3,15,9.6,season_2,SC
62,62,3/20/2011,23-006,GSW,DAL,1,31:02:00,4,12,0.333,1,3,0.333,2,3,0.667,1,5,6,6,0,0,2,4,11,6.6,season_2,SC
63,63,3/21/2011,23-007,GSW,SAS,1,19:57,3,8,0.375,1,2,0.5,1,1,1,0,0,0,2,0,0,1,4,8,2.4,season_2,SC
64,64,3/23/2011,23-009,GSW,HOU,1,29:58:00,7,16,0.438,2,3,0.667,0,0,,3,3,6,6,1,0,4,4,16,10.2,season_2,SC
65,65,3/25/2011,23-011,GSW,TOR,1,36:19:00,7,13,0.538,4,6,0.667,5,5,1,0,3,3,8,0,0,3,2,23,19.4,season_2,SC
66,66,3/27/2011,23-013,GSW,WAS,1,28:17:00,3,11,0.273,1,4,0.25,3,3,1,1,4,5,4,1,1,5,5,10,2.9,season_2,SC
67,67,3/29/2011,23-015,GSW,OKC,1,48:31:00,13,23,0.565,5,8,0.625,4,4,1,1,5,6,5,2,0,6,3,35,24.6,season_2,SC
68,68,3/30/2011,23-016,GSW,MEM,1,31:05:00,2,14,0.143,1,6,0.167,1,1,1,4,2,6,9,1,0,6,4,6,0.1,season_2,SC
69,69,4/2/2011,23-019,GSW,DAL,1,31:31:00,3,8,0.375,1,3,0.333,5,5,1,0,4,4,8,2,0,3,5,12,11.4,season_2,SC
70,70,4/5/2011,23-022,GSW,POR,1,42:06:00,10,21,0.476,3,5,0.6,5,6,0.833,1,7,8,4,2,1,2,2,28,22.4,season_2,SC
71,71,4/6/2011,23-023,GSW,LAL,1,42:05:00,8,23,0.348,2,6,0.333,2,2,1,2,4,6,5,2,0,2,3,20,12,season_2,SC
72,72,4/10/2011,23-027,GSW,SAC,1,32:18:00,11,17,0.647,3,6,0.5,2,2,1,3,3,6,8,1,0,3,4,27,24.5,season_2,SC
73,73,4/11/2011,23-028,GSW,DEN,1,35:32:00,10,13,0.769,3,4,0.75,4,4,1,1,4,5,5,0,0,5,1,27,21.9,season_2,SC
74,74,4/13/2011,23-030,GSW,POR,1,24:09:00,7,11,0.636,2,4,0.5,2,2,1,0,3,3,9,0,0,1,4,18,17.7,season_2,SC
1,1,12/25/2011,23-286,GSW,LAC,1,33:28:00,2,12,0.167,0,4,0,0,1,0,2,3,5,4,2,2,5,4,4,-2.1,season_3,SC
2,2,12/26/2011,23-287,GSW,CHI,1,37:29:00,7,12,0.583,1,3,0.333,6,7,0.857,1,6,7,10,6,0,4,4,21,24.9,season_3,SC
3,3,12/31/2011,23-292,GSW,PHI,1,30:17:00,9,15,0.6,3,8,0.375,0,0,,0,4,4,4,0,0,5,3,21,11.9,season_3,SC
4,4,1/2/2012,23-294,GSW,PHO,1,23:22,4,8,0.5,2,3,0.667,0,0,,0,2,2,2,1,0,2,5,10,5,season_3,SC
5,5,1/4/2012,23-296,GSW,SAS,1,30:21:00,7,11,0.636,3,4,0.75,3,3,1,0,3,3,8,0,0,2,2,20,18.8,season_3,SC
6,6,1/20/2012,23-312,GSW,IND,1,29:04:00,5,15,0.333,2,6,0.333,0,0,,1,1,2,3,0,0,3,2,12,2.8,season_3,SC
7,7,1/23/2012,23-315,GSW,MEM,1,36:05:00,8,18,0.444,2,7,0.286,0,0,,3,3,6,5,3,0,5,3,18,11.9,season_3,SC
8,8,1/25/2012,23-317,GSW,POR,1,37:54:00,12,19,0.632,6,8,0.75,2,3,0.667,0,6,6,7,4,0,1,0,32,32.8,season_3,SC
9,9,1/27/2012,23-319,GSW,OKC,1,27:22:00,6,16,0.375,2,7,0.286,1,1,1,0,2,2,6,2,0,4,4,15,7.4,season_3,SC
10,10,1/31/2012,23-323,GSW,SAC,1,26:00:00,1,7,0.143,0,3,0,1,2,0.5,0,3,3,8,1,1,0,1,3,5.9,season_3,SC
11,11,2/2/2012,23-325,GSW,UTA,1,38:15:00,10,14,0.714,2,5,0.4,7,8,0.875,0,5,5,12,3,0,3,4,29,31.1,season_3,SC
12,12,2/4/2012,23-327,GSW,SAC,1,29:02:00,4,14,0.286,3,8,0.375,0,0,,2,0,2,9,4,0,5,1,11,9.1,season_3,SC
13,13,2/7/2012,23-330,GSW,OKC,1,42:56:00,7,9,0.778,1,2,0.5,1,2,0.5,1,6,7,10,2,0,3,3,16,19.4,season_3,SC
14,14,2/9/2012,23-332,GSW,DEN,1,35:55:00,13,17,0.765,6,9,0.667,4,7,0.571,0,7,7,7,0,2,1,3,36,34.3,season_3,SC
15,15,2/12/2012,23-335,GSW,HOU,1,34:09:00,5,14,0.357,3,6,0.5,1,1,1,0,0,0,5,2,0,2,4,14,8.1,season_3,SC
16,16,2/13/2012,23-336,GSW,PHO,1,31:53:00,3,10,0.3,1,4,0.25,2,2,1,2,5,7,5,1,0,2,2,9,7.8,season_3,SC
17,17,2/15/2012,23-338,GSW,POR,1,37:44:00,3,10,0.3,0,2,0,2,2,1,1,2,3,8,2,2,2,2,8,9.7,season_3,SC
18,18,2/17/2012,23-340,GSW,OKC,1,27:56:00,4,13,0.308,3,5,0.6,0,0,,1,1,2,4,0,0,4,2,11,2.5,season_3,SC
19,19,2/18/2012,23-341,GSW,MEM,1,40:14:00,13,21,0.619,6,9,0.667,4,4,1,1,1,2,6,2,0,2,5,36,29.7,season_3,SC
20,20,2/20/2012,23-343,GSW,LAC,1,33:16:00,3,6,0.5,3,5,0.6,2,2,1,0,3,3,6,0,1,3,3,11,9.6,season_3,SC
21,21,2/22/2012,23-345,GSW,PHO,1,10:00,3,7,0.429,1,3,0.333,2,2,1,0,0,0,2,2,0,1,1,9,7.3,season_3,SC
22,22,2/29/2012,23-352,GSW,ATL,0,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,season_3,SC
23,23,3/5/2012,23-357,GSW,WAS,0,9:18,5,7,0.714,2,3,0.667,0,0,,0,1,1,1,1,0,0,1,12,10.7,season_3,SC
24,24,3/7/2012,23-359,GSW,MEM,0,24:16:00,7,11,0.636,1,2,0.5,0,0,,0,4,4,3,0,0,2,3,15,10.2,season_3,SC
25,25,3/10/2012,23-362,GSW,DAL,1,16:19,4,7,0.571,2,4,0.5,0,0,,0,2,2,2,1,0,3,0,10,6.7,season_3,SC
26,26,3/11/2012,23-363,GSW,LAC,1,9:13,0,3,0,0,1,0,0,0,,0,3,3,1,0,0,1,0,0,-1.5,season_3,SC
1,1,10/31/2012,24-231,GSW,PHO,1,30:22:00,2,14,0.143,0,6,0,1,3,0.333,3,4,7,3,2,0,4,3,5,-2.6,season_4,SC
2,2,11/2/2012,24-233,GSW,MEM,1,42:30:00,10,20,0.5,6,10,0.6,0,1,0,1,4,5,7,1,0,4,3,26,18.2,season_4,SC
3,3,11/3/2012,24-234,GSW,LAC,1,43:02:00,6,16,0.375,2,7,0.286,9,10,0.9,0,4,4,4,3,0,5,4,23,14.2,season_4,SC
4,4,11/5/2012,24-236,GSW,SAC,1,39:02:00,3,15,0.2,2,6,0.333,4,5,0.8,1,5,6,8,1,0,3,2,12,7.3,season_4,SC
5,5,11/7/2012,24-238,GSW,CLE,1,36:28:00,8,14,0.571,2,6,0.333,3,3,1,0,5,5,6,2,0,3,3,21,17.9,season_4,SC
6,6,11/9/2012,24-240,GSW,LAL,1,30:16:00,6,16,0.375,2,6,0.333,4,4,1,0,3,3,5,1,0,0,0,18,14.6,season_4,SC
7,7,11/10/2012,24-241,GSW,DEN,1,37:12:00,7,17,0.412,3,6,0.5,2,2,1,0,5,5,3,3,0,4,5,19,10.5,season_4,SC
8,8,11/14/2012,24-245,GSW,ATL,1,32:31:00,4,12,0.333,0,5,0,4,4,1,0,1,1,7,3,0,4,3,12,8.2,season_4,SC
9,9,11/16/2012,24-247,GSW,MIN,1,29:09:00,7,12,0.583,0,3,0,3,3,1,2,2,4,6,1,1,3,6,17,13.9,season_4,SC
10,10,11/18/2012,24-249,GSW,OKC,1,33:21:00,9,17,0.529,4,8,0.5,0,0,,1,1,2,6,0,0,3,2,22,15.1,season_4,SC
11,11,11/19/2012,24-250,GSW,DAL,1,43:16:00,9,21,0.429,3,7,0.429,10,10,1,0,6,6,9,2,0,4,2,31,25.2,season_4,SC
12,12,11/21/2012,24-252,GSW,BRK,1,41:35:00,7,13,0.538,2,4,0.5,9,10,0.9,0,6,6,4,0,0,2,2,25,20.1,season_4,SC
13,13,11/23/2012,24-254,GSW,DEN,1,25:46:00,2,5,0.4,2,2,1,0,0,,0,1,1,3,0,0,4,4,6,0.1,season_4,SC
14,14,11/24/2012,24-255,GSW,MIN,1,38:53:00,7,19,0.368,5,10,0.5,1,1,1,0,2,2,6,1,0,3,3,20,11.1,season_4,SC
15,15,11/29/2012,24-260,GSW,DEN,1,45:07:00,7,17,0.412,4,7,0.571,2,2,1,1,3,4,10,4,0,3,4,20,18.9,season_4,SC
16,16,12/1/2012,24-262,GSW,IND,1,37:07:00,7,14,0.5,3,5,0.6,3,3,1,0,1,1,11,2,0,4,4,20,17.4,season_4,SC
17,17,12/3/2012,24-264,GSW,ORL,1,44:12:00,9,21,0.429,3,6,0.5,4,5,0.8,1,4,5,11,2,0,1,0,25,24.1,season_4,SC
18,18,12/5/2012,24-266,GSW,DET,1,37:16:00,7,15,0.467,4,6,0.667,4,4,1,0,3,3,10,4,0,1,2,22,24.4,season_4,SC
19,19,12/7/2012,24-268,GSW,BRK,1,42:59:00,10,19,0.526,5,9,0.556,3,3,1,1,3,4,5,2,0,0,1,28,25.4,season_4,SC
20,20,12/8/2012,24-269,GSW,WAS,1,35:28:00,7,15,0.467,2,8,0.25,6,7,0.857,1,2,3,5,0,0,4,1,22,14.3,season_4,SC
21,21,12/10/2012,24-271,GSW,CHA,1,36:33:00,10,22,0.455,4,7,0.571,3,4,0.75,1,6,7,7,1,0,3,5,27,18.6,season_4,SC
22,22,12/12/2012,24-273,GSW,MIA,1,41:45:00,4,10,0.4,1,3,0.333,0,0,,0,3,3,7,2,0,6,0,9,5.4,season_4,SC
23,23,12/14/2012,24-275,GSW,ORL,1,42:54:00,8,19,0.421,2,5,0.4,7,8,0.875,1,2,3,3,0,0,1,0,25,16.9,season_4,SC
24,24,12/15/2012,24-276,GSW,ATL,1,36:12:00,6,20,0.3,3,11,0.273,3,3,1,0,8,8,11,3,0,4,1,18,15.1,season_4,SC
25,25,12/18/2012,24-279,GSW,NOH,1,39:17:00,5,13,0.385,1,3,0.333,2,2,1,2,3,5,3,0,0,2,2,13,7.5,season_4,SC
26,26,12/19/2012,24-280,GSW,SAC,1,41:46:00,11,24,0.458,7,12,0.583,3,3,1,0,6,6,4,1,1,4,6,32,19.5,season_4,SC
27,27,12/21/2012,24-282,GSW,CHA,1,35:41:00,9,17,0.529,8,13,0.615,1,1,1,0,3,3,8,0,2,2,2,27,23.8,season_4,SC
28,28,12/22/2012,24-283,GSW,LAL,1,44:31:00,8,23,0.348,3,10,0.3,1,1,1,1,7,8,7,4,0,4,4,20,13.2,season_4,SC
29,29,12/26/2012,24-287,GSW,UTA,1,37:51:00,7,18,0.389,4,7,0.571,5,6,0.833,2,6,8,7,1,1,2,0,23,20.6,season_4,SC
30,30,12/28/2012,24-289,GSW,PHI,1,39:23:00,5,11,0.455,1,4,0.25,0,0,,0,5,5,6,1,0,4,3,11,6.8,season_4,SC
31,31,12/29/2012,24-290,GSW,BOS,1,34:43:00,8,13,0.615,4,5,0.8,2,2,1,1,3,4,9,3,2,5,3,22,22.2,season_4,SC
32,32,1/2/2013,24-294,GSW,LAC,1,43:09:00,11,16,0.688,6,8,0.75,3,4,0.75,1,5,6,8,2,0,4,3,31,28.4,season_4,SC
33,33,1/5/2013,24-297,GSW,LAC,1,29:00:00,4,11,0.364,1,5,0.2,1,1,1,0,0,0,5,0,0,2,0,10,5.4,season_4,SC
34,34,1/9/2013,24-301,GSW,MEM,1,40:31:00,10,22,0.455,4,8,0.5,0,1,0,1,3,4,4,2,0,4,2,24,13.8,season_4,SC
35,35,1/11/2013,24-303,GSW,POR,1,43:36:00,7,22,0.318,3,8,0.375,5,5,1,0,3,3,12,3,1,1,1,22,21,season_4,SC
36,36,1/13/2013,24-305,GSW,DEN,1,41:01:00,11,18,0.611,7,9,0.778,0,0,,0,0,0,7,1,0,1,4,29,24.1,season_4,SC
37,,1/16/2013,24-308,GSW,MIA,Did Not Play,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_4,SC
38,,1/18/2013,24-310,GSW,SAS,Did Not Play,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_4,SC
39,37,1/19/2013,24-311,GSW,NOH,1,38:29:00,5,17,0.294,2,8,0.25,8,10,0.8,1,2,3,7,4,0,1,2,20,17.7,season_4,SC
40,38,1/21/2013,24-313,GSW,LAC,1,36:38:00,9,14,0.643,6,8,0.75,4,4,1,0,3,3,6,0,0,2,4,28,23.3,season_4,SC
41,39,1/23/2013,24-315,GSW,OKC,1,41:36:00,11,27,0.407,3,14,0.214,6,6,1,1,2,3,7,4,0,2,1,31,24.3,season_4,SC
42,40,1/25/2013,24-317,GSW,CHI,1,36:39:00,7,18,0.389,3,7,0.429,4,4,1,0,1,1,1,0,0,2,1,21,9.8,season_4,SC
43,41,1/26/2013,24-318,GSW,MIL,1,36:50:00,8,19,0.421,5,9,0.556,5,5,1,2,0,2,7,1,0,2,2,26,20.4,season_4,SC
44,42,1/28/2013,24-320,GSW,TOR,1,26:16:00,7,12,0.583,1,3,0.333,2,2,1,1,0,1,5,1,0,2,1,17,14.2,season_4,SC
45,,1/29/2013,24-321,GSW,CLE,Did Not Play,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_4,SC
46,,1/31/2013,24-323,GSW,DAL,Inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_4,SC
47,43,2/2/2013,24-325,GSW,PHO,1,42:25:00,11,20,0.55,6,10,0.6,1,1,1,0,2,2,8,2,0,2,3,29,24.4,season_4,SC
48,44,2/5/2013,24-328,GSW,HOU,1,28:10:00,3,12,0.25,1,5,0.2,0,0,,0,4,4,9,0,1,2,2,7,5.2,season_4,SC
49,45,2/6/2013,24-329,GSW,OKC,1,36:08:00,5,20,0.25,2,7,0.286,2,2,1,3,5,8,11,1,0,6,3,14,7.1,season_4,SC
50,46,2/8/2013,24-331,GSW,MEM,1,39:54:00,11,22,0.5,4,9,0.444,6,6,1,3,2,5,8,2,0,2,4,32,27.7,season_4,SC
51,47,2/9/2013,24-332,GSW,DAL,1,30:45:00,8,23,0.348,1,3,0.333,1,1,1,3,4,7,4,1,0,5,2,18,6.4,season_4,SC
52,48,2/12/2013,24-335,GSW,HOU,1,34:37:00,10,19,0.526,2,5,0.4,5,6,0.833,0,5,5,6,1,0,1,4,27,21.4,season_4,SC
53,49,2/19/2013,24-342,GSW,UTA,1,37:32:00,12,22,0.545,4,9,0.444,1,1,1,2,3,5,4,1,0,4,3,29,19.3,season_4,SC
54,50,2/20/2013,24-343,GSW,PHO,1,40:44:00,8,16,0.5,2,6,0.333,2,2,1,0,3,3,11,1,0,2,1,20,19.2,season_4,SC
55,51,2/22/2013,24-345,GSW,SAS,1,44:55:00,6,17,0.353,3,9,0.333,4,5,0.8,0,4,4,6,1,0,2,2,19,12.7,season_4,SC
56,52,2/24/2013,24-347,GSW,MIN,1,33:34:00,6,15,0.4,1,5,0.2,5,5,1,1,4,5,5,5,0,6,5,18,12.3,season_4,SC
57,53,2/26/2013,24-349,GSW,IND,1,36:43:00,14,20,0.7,7,10,0.7,3,4,0.75,0,2,2,4,3,1,6,3,38,29.1,season_4,SC
58,54,2/27/2013,24-350,GSW,NYK,1,48:00:00,18,28,0.643,11,13,0.846,7,7,1,0,6,6,7,3,0,4,3,54,46.1,season_4,SC
59,55,3/1/2013,24-352,GSW,BOS,1,42:03:00,6,22,0.273,3,11,0.273,10,10,1,0,1,1,6,1,0,4,2,25,12.7,season_4,SC
60,56,3/2/2013,24-353,GSW,PHI,1,41:55:00,11,20,0.55,3,9,0.333,5,7,0.714,0,3,3,9,3,0,4,2,30,25,season_4,SC
61,57,3/4/2013,24-355,GSW,TOR,1,41:56:00,8,16,0.5,2,5,0.4,8,8,1,2,3,5,12,0,0,6,5,26,20.7,season_4,SC
62,58,3/6/2013,24-357,GSW,SAC,1,34:15:00,3,11,0.273,2,5,0.4,5,5,1,1,4,5,8,2,0,6,4,13,8.4,season_4,SC
63,59,3/8/2013,24-359,GSW,HOU,1,42:55:00,8,21,0.381,3,8,0.375,5,7,0.714,1,4,5,8,1,0,1,5,24,17.2,season_4,SC
64,60,3/9/2013,24-360,GSW,MIL,1,39:14:00,7,18,0.389,2,6,0.333,0,0,,1,1,2,10,0,0,4,4,16,8.6,season_4,SC
65,61,3/11/2013,24-362,GSW,NYK,1,36:56:00,9,18,0.5,6,10,0.6,2,2,1,1,5,6,3,1,0,2,1,26,19.9,season_4,SC
66,62,3/13/2013,24-364,GSW,DET,1,42:54:00,11,17,0.647,5,7,0.714,4,4,1,1,1,2,8,1,0,4,0,31,27.1,season_4,SC
67,63,3/15/2013,25-001,GSW,CHI,1,29:48:00,2,13,0.154,0,5,0,4,4,1,0,0,0,4,0,0,1,2,8,0.7,season_4,SC
68,64,3/17/2013,25-003,GSW,HOU,1,44:32:00,12,22,0.545,5,11,0.455,0,0,,0,5,5,11,2,1,3,1,29,26.9,season_4,SC
69,65,3/18/2013,25-004,GSW,NOH,1,38:40:00,10,19,0.526,6,9,0.667,4,4,1,1,6,7,3,0,0,7,3,30,17.1,season_4,SC
70,66,3/20/2013,25-006,GSW,SAS,1,35:37:00,8,20,0.4,4,8,0.5,4,5,0.8,1,3,4,3,2,0,3,0,24,15.5,season_4,SC
71,67,3/23/2013,25-009,GSW,WAS,1,31:39:00,13,18,0.722,6,10,0.6,3,4,0.75,0,2,2,8,2,0,3,2,35,31.6,season_4,SC
72,68,3/25/2013,25-011,GSW,LAL,1,43:00:00,9,24,0.375,3,9,0.333,4,7,0.571,0,7,7,10,0,0,2,4,25,16.1,season_4,SC
73,69,3/27/2013,25-013,GSW,SAC,1,45:35:00,5,18,0.278,2,9,0.222,5,6,0.833,2,3,5,12,4,0,3,3,17,16.5,season_4,SC
74,70,3/30/2013,25-016,GSW,POR,1,37:28:00,14,22,0.636,7,12,0.583,4,4,1,2,3,5,6,1,0,3,2,39,32.9,season_4,SC
75,71,4/3/2013,25-020,GSW,NOH,1,35:57:00,6,14,0.429,4,10,0.4,4,4,1,0,3,3,9,1,0,2,5,20,16.8,season_4,SC
76,72,4/5/2013,25-022,GSW,PHO,1,40:58:00,6,15,0.4,3,8,0.375,3,3,1,0,1,1,15,4,0,4,5,18,18.7,season_4,SC
77,73,4/7/2013,25-024,GSW,UTA,1,45:09:00,8,19,0.421,4,9,0.444,2,2,1,1,3,4,5,1,0,5,3,22,11.8,season_4,SC
78,74,4/9/2013,25-026,GSW,MIN,1,39:10:00,9,21,0.429,2,9,0.222,4,5,0.8,1,3,4,10,1,1,3,4,24,18.2,season_4,SC
79,75,4/11/2013,25-028,GSW,OKC,1,34:55:00,9,18,0.5,3,6,0.5,1,1,1,0,3,3,7,2,0,4,0,22,16.8,season_4,SC
80,76,4/12/2013,25-029,GSW,LAL,1,44:17:00,17,31,0.548,9,15,0.6,4,4,1,3,3,6,9,3,0,1,3,47,42.2,season_4,SC
81,77,4/15/2013,25-032,GSW,SAS,1,38:42:00,13,23,0.565,7,13,0.538,2,2,1,1,7,8,5,2,0,3,0,35,29.4,season_4,SC
82,78,4/17/2013,25-034,GSW,POR,1,31:41:00,5,16,0.313,4,11,0.364,1,1,1,1,1,2,5,3,0,1,2,15,11.5,season_4,SC
1,1,10/30/2013,25-230,GSW,LAL,1,23:57,4,10,0.4,2,5,0.4,0,0,,0,4,4,6,1,0,1,4,10,8.4,season_5,SC
2,2,10/31/2013,25-231,GSW,LAC,1,38:29:00,14,23,0.609,9,14,0.643,1,1,1,0,3,3,9,0,0,11,3,38,22.5,season_5,SC
3,3,11/2/2013,25-233,GSW,SAC,1,32:30:00,8,13,0.615,5,8,0.625,1,1,1,0,1,1,12,1,0,7,4,22,17.2,season_5,SC
4,4,11/4/2013,25-235,GSW,PHI,1,29:13:00,7,16,0.438,2,9,0.222,2,2,1,3,7,10,12,5,1,2,0,18,25.9,season_5,SC
5,5,11/6/2013,25-237,GSW,MIN,1,24:11:00,2,8,0.25,0,3,0,1,2,0.5,0,1,1,7,1,0,1,1,5,4.6,season_5,SC
6,,11/8/2013,25-239,GSW,SAS,Did Not Play,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_5,SC
7,6,11/9/2013,25-240,GSW,MEM,1,34:22:00,7,18,0.389,4,10,0.4,4,4,1,1,1,2,5,3,0,3,1,22,16.3,season_5,SC
8,7,11/12/2013,25-243,GSW,DET,1,29:00:00,7,10,0.7,2,4,0.5,9,9,1,1,1,2,8,1,0,2,4,25,24.8,season_5,SC
9,8,11/14/2013,25-245,GSW,OKC,1,43:07:00,8,22,0.364,4,8,0.5,2,3,0.667,0,5,5,9,1,0,2,4,22,14.6,season_5,SC
10,9,11/16/2013,25-247,GSW,UTA,1,38:31:00,7,20,0.35,0,5,0,1,2,0.5,0,3,3,11,1,0,0,1,15,12.6,season_5,SC
11,10,11/18/2013,25-249,GSW,UTA,1,33:15:00,7,15,0.467,4,7,0.571,4,4,1,2,4,6,8,3,0,5,4,22,18.9,season_5,SC
12,,11/20/2013,25-251,GSW,MEM,Inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_5,SC
13,,11/22/2013,25-253,GSW,LAL,Inactive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,season_5,SC
14,11,11/23/2013,25-254,GSW,POR,1,37:10:00,8,21,0.381,2,9,0.222,4,5,0.8,0,3,3,11,1,0,5,1,22,14.3,season_5,SC
15,12,11/26/2013,25-257,GSW,NOP,1,42:05:00,7,20,0.35,2,5,0.4,0,0,,1,7,8,9,3,1,2,2,16,14.8,season_5,SC
16,13,11/27/2013,25-258,GSW,DAL,1,42:24:00,9,19,0.474,6,10,0.6,5,5,1,0,4,4,8,1,0,6,3,29,19.9,season_5,SC
17,14,11/29/2013,25-260,GSW,OKC,1,44:42:00,13,26,0.5,4,10,0.4,2,3,0.667,2,9,11,5,0,0,3,4,32,21.6,season_5,SC
18,15,12/1/2013,25-262,GSW,SAC,1,40:10:00,14,24,0.583,5,8,0.625,3,3,1,0,2,2,10,3,1,7,1,36,28.7,season_5,SC
19,16,12/3/2013,25-264,GSW,TOR,1,43:25:00,8,15,0.533,3,7,0.429,8,10,0.8,0,3,3,10,5,1,3,1,27,29.1,season_5,SC
20,17,12/6/2013,25-267,GSW,HOU,1,32:28:00,5,14,0.357,1,5,0.2,11,11,1,0,1,1,5,3,0,8,4,22,11.4,season_5,SC
21,18,12/7/2013,25-268,GSW,MEM,1,45:21:00,7,16,0.438,2,7,0.286,6,7,0.857,1,5,6,15,0,1,1,4,22,24,season_5,SC
22,19,12/9/2013,25-270,GSW,CHA,1,45:40:00,14,32,0.438,5,16,0.313,10,12,0.833,1,5,6,9,0,2,4,4,43,29.7,season_5,SC
23,20,12/11/2013,25-272,GSW,DAL,1,43:56:00,13,25,0.52,6,11,0.545,1,1,1,0,4,4,10,3,0,8,3,33,22.7,season_5,SC
24,21,12/13/2013,25-274,GSW,HOU,1,39:07:00,5,12,0.417,1,5,0.2,9,11,0.818,0,2,2,9,0,0,6,6,20,11.3,season_5,SC
25,22,12/15/2013,25-276,GSW,PHO,1,42:22:00,8,17,0.471,4,7,0.571,10,11,0.909,0,6,6,7,3,0,6,2,30,23.8,season_5,SC
26,23,12/17/2013,25-278,GSW,NOP,1,32:40:00,11,19,0.579,2,7,0.286,4,4,1,1,3,4,11,3,0,3,3,28,27.2,season_5,SC
27,24,12/19/2013,25-280,GSW,SAS,1,40:22:00,12,28,0.429,6,16,0.375,0,0,,0,2,2,15,4,0,5,1,30,24.9,season_5,SC
28,25,12/21/2013,25-282,GSW,LAL,1,32:46:00,5,15,0.333,4,9,0.444,4,4,1,1,5,6,10,3,0,1,2,18,19.9,season_5,SC
29,26,12/23/2013,25-284,GSW,DEN,1,35:14:00,5,14,0.357,2,3,0.667,2,4,0.5,0,3,3,7,2,1,2,4,14,10.3,season_5,SC
30,27,12/25/2013,25-286,GSW,LAC,1,42:29:00,5,17,0.294,2,6,0.333,3,3,1,1,5,6,11,1,0,2,1,15,13.6,season_5,SC
31,28,12/27/2013,25-288,GSW,PHO,1,33:33:00,5,17,0.294,1,6,0.167,3,5,0.6,3,10,13,16,1,0,7,3,14,12.4,season_5,SC
32,29,12/29/2013,25-290,GSW,CLE,1,48:12:00,10,23,0.435,5,10,0.5,4,5,0.8,0,9,9,11,2,1,5,3,29,23.4,season_5,SC
33,30,12/31/2013,25-292,GSW,ORL,1,29:35:00,4,10,0.4,1,5,0.2,0,0,,0,5,5,8,0,0,6,1,9,4.3,season_5,SC
34,31,1/2/2014,25-294,GSW,MIA,1,43:43:00,13,22,0.591,8,15,0.533,2,3,0.667,0,2,2,12,2,0,4,4,36,30.8,season_5,SC
35,32,1/3/2014,25-295,GSW,ATL,1,34:39:00,7,15,0.467,1,7,0.143,7,8,0.875,0,8,8,9,5,0,9,5,22,16.6,season_5,SC
36,33,1/5/2014,25-297,GSW,WAS,1,37:38:00,5,17,0.294,1,5,0.2,3,3,1,1,2,3,10,1,1,2,5,14,10.1,season_5,SC
37,34,1/7/2014,25-299,GSW,MIL,1,36:14:00,5,18,0.278,2,11,0.182,3,4,0.75,0,0,0,6,1,0,7,2,15,1.4,season_5,SC
38,35,1/8/2014,25-300,GSW,BRK,1,45:28:00,11,25,0.44,2,10,0.2,10,10,1,0,5,5,7,3,0,7,5,34,21.3,season_5,SC
39,36,1/10/2014,25-302,GSW,BOS,1,40:08:00,7,18,0.389,3,8,0.375,2,3,0.667,1,6,7,4,1,0,4,1,19,10.7,season_5,SC
40,37,1/15/2014,25-307,GSW,DEN,1,39:41:00,7,19,0.368,4,13,0.308,6,7,0.857,0,5,5,7,0,0,2,4,24,15.9,season_5,SC
41,38,1/17/2014,25-309,GSW,OKC,1,37:57:00,11,18,0.611,6,10,0.6,9,11,0.818,2,1,3,11,3,0,7,2,37,32.6,season_5,SC
42,39,1/18/2014,25-310,GSW,NOP,1,37:49:00,10,22,0.455,2,9,0.222,6,6,1,1,5,6,8,4,0,0,2,28,27.6,season_5,SC
43,40,1/20/2014,25-312,GSW,IND,1,41:28:00,9,20,0.45,3,11,0.273,3,4,0.75,0,3,3,9,0,0,2,2,24,17.6,season_5,SC
44,41,1/24/2014,25-316,GSW,MIN,1,36:53:00,12,21,0.571,6,10,0.6,3,3,1,1,2,3,15,1,0,5,3,33,29.7,season_5,SC
45,42,1/26/2014,25-318,GSW,POR,1,34:38:00,13,23,0.565,5,8,0.625,7,10,0.7,1,6,7,8,2,0,2,1,38,33.6,season_5,SC
