Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,season,Name
37,37,1/25/2008,23-026,CLE,PHO,1,39:26:00,14,30,0.467,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,26,season_5,LJ
38,38,1/27/2008,23-028,CLE,LAL,1,44:08:00,16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,41,25.5,season_5,LJ
39,39,1/30/2008,23-031,CLE,POR,1,43:53:00,13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,26.3,season_5,LJ
40,40,2/2/2008,23-034,CLE,LAC,1,43:48:00,8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,23,season_5,LJ
41,41,2/5/2008,23-037,CLE,BOS,1,42:24:00,11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,30.4,season_5,LJ
42,42,2/7/2008,23-039,CLE,HOU,1,41:13:00,12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,25.8,season_5,LJ
43,43,2/8/2008,23-040,CLE,ATL,1,44:00:00,11,24,0.458,0,3,0,4,4,1,4,7,11,7,2,1,1,2,26,24.3,season_5,LJ
44,44,2/10/2008,23-042,CLE,DEN,1,32:36:00,11,23,0.478,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,30,18.9,season_5,LJ
45,45,2/11/2008,23-043,CLE,ORL,1,43:51:00,8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,27.5,season_5,LJ
46,46,2/13/2008,23-045,CLE,SAS,1,42:44:00,17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,39,27.9,season_5,LJ
47,47,2/19/2008,23-051,CLE,HOU,1,42:08:00,7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,26,23.6,season_5,LJ
48,48,2/20/2008,23-052,CLE,IND,1,43:14:00,11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,season_5,LJ
49,49,2/22/2008,23-054,CLE,WAS,1,44:32:00,11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,31,season_5,LJ
50,50,2/24/2008,23-056,CLE,MEM,1,39:02:00,10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,season_5,LJ
51,51,2/26/2008,23-058,CLE,MIL,1,37:50:00,16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,season_5,LJ
52,52,2/27/2008,23-059,CLE,BOS,1,39:00:00,7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,26,13.4,season_5,LJ
53,53,2/29/2008,23-061,CLE,MIN,1,43:35:00,11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,28.7,season_5,LJ
54,54,3/2/2008,23-063,CLE,CHI,1,39:51:00,15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,37,27.1,season_5,LJ
55,55,3/5/2008,23-066,CLE,NYK,1,43:50:00,16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,50,44,season_5,LJ
56,56,3/6/2008,23-067,CLE,CHI,1,37:55:00,13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,25.2,season_5,LJ
57,57,3/8/2008,23-069,CLE,IND,1,38:13:00,11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,32.5,season_5,LJ
58,58,3/10/2008,23-071,CLE,POR,1,43:41:00,7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,24,22.1,season_5,LJ
59,59,3/12/2008,23-073,CLE,NJN,1,45:41:00,12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,42,31.7,season_5,LJ
60,60,3/13/2008,23-074,CLE,WAS,1,43:23:00,9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,25,11.6,season_5,LJ
61,61,3/16/2008,23-077,CLE,CHA,1,41:40:00,11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,33,28.7,season_5,LJ
62,62,3/17/2008,23-078,CLE,ORL,1,42:14:00,11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,22.4,season_5,LJ
63,63,3/19/2008,23-080,CLE,DET,1,41:04:00,11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,29.9,season_5,LJ
64,64,3/21/2008,23-082,CLE,TOR,1,41:24:00,14,22,0.636,1,3,0.333,0,0,,0,12,12,5,1,0,5,1,29,21.9,season_5,LJ
65,65,3/22/2008,23-083,CLE,MIL,1,38:35:00,9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,29,18.8,season_5,LJ
66,66,3/26/2008,23-087,CLE,NOH,1,40:33:00,6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,19.9,season_5,LJ
67,67,3/29/2008,23-090,CLE,DET,1,35:18:00,4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,1.6,season_5,LJ
68,68,3/30/2008,23-091,CLE,PHI,1,41:47:00,11,18,0.611,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,26,29.1,season_5,LJ
69,69,4/2/2008,23-094,CLE,CHA,1,31:13:00,11,19,0.579,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,29,23.6,season_5,LJ
70,70,4/3/2008,23-095,CLE,CHI,1,38:30:00,10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,33,21.7,season_5,LJ
71,71,4/5/2008,23-097,CLE,ORL,1,42:22:00,6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,10.8,season_5,LJ
72,72,4/9/2008,23-101,CLE,NJN,1,35:22:00,11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,32.4,season_5,LJ
73,73,4/11/2008,23-103,CLE,CHI,1,38:11:00,13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,34,24.5,season_5,LJ
74,74,4/13/2008,23-105,CLE,MIA,1,35:15:00,3,9,0.333,0,1,0,7,9,0.778,0,11,11,7,1,2,5,1,13,12.3,season_5,LJ
75,75,4/14/2008,23-106,CLE,PHI,1,41:41:00,10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,17.6,season_5,LJ
1,1,11/3/1996,18-072,LAL,MIN,0,6:00,0,1,0,0,0,,0,0,,0,1,1,0,0,1,1,1,0,-1.1,season_1,KB
2,2,11/5/1996,18-074,LAL,NYK,0,3:00,0,1,0,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,1,-1.1,season_1,KB
3,3,11/6/1996,18-075,LAL,CHH,0,7:00,2,3,0.667,1,2,0.5,0,0,,0,0,0,0,0,0,3,0,5,0.7,season_1,KB
4,4,11/8/1996,18-077,LAL,TOR,0,17:00,3,8,0.375,2,3,0.667,2,4,0.5,0,3,3,0,0,1,0,3,10,5.2,season_1,KB
5,5,11/10/1996,18-079,LAL,ATL,0,8:00,0,3,0,0,0,,2,2,1,1,2,3,1,0,0,0,0,2,1.9,season_1,KB
6,6,11/12/1996,18-081,LAL,HOU,0,5:00,1,2,0.5,0,1,0,0,0,,0,1,1,0,0,0,2,0,2,-0.7,season_1,KB
7,7,11/13/1996,18-082,LAL,SAS,0,6:00,2,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,2,6,5.6,season_1,KB
8,8,11/15/1996,18-084,LAL,LAC,0,7:00,1,4,0.25,0,2,0,2,3,0.667,0,0,0,0,0,0,1,4,4,-1.4,season_1,KB
9,9,11/17/1996,18-086,LAL,PHO,0,14:00,5,8,0.625,4,6,0.667,2,2,1,2,0,2,2,0,0,4,2,16,10.4,season_1,KB
10,10,11/19/1996,18-088,LAL,GSW,0,8:00,0,2,0,0,1,0,3,4,0.75,0,2,2,1,0,0,1,2,3,0.7,season_1,KB
11,11,11/20/1996,18-089,LAL,UTA,0,21:00,4,5,0.8,3,3,1,0,0,,0,1,1,1,0,1,2,1,11,8.4,season_1,KB
12,12,11/26/1996,18-095,LAL,PHI,0,21:00,4,10,0.4,2,5,0.4,2,2,1,0,1,1,1,0,0,3,1,12,4.2,season_1,KB
13,13,11/27/1996,18-096,LAL,BOS,0,20:00,1,7,0.143,0,3,0,0,0,,1,3,4,1,0,1,2,3,2,-2.7,season_1,KB
14,14,11/29/1996,18-098,LAL,DET,0,7:00,0,1,0,0,0,,1,2,0.5,1,0,1,0,0,1,0,1,1,0.9,season_1,KB
15,15,12/1/1996,18-100,LAL,DEN,0,3:00,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,1,0,2,0.3,season_1,KB
16,16,12/4/1996,18-103,LAL,UTA,0,13:00,2,6,0.333,0,0,,4,6,0.667,1,2,3,2,0,0,1,1,8,5.1,season_1,KB
17,17,12/8/1996,18-107,LAL,MIN,0,22:00,3,10,0.3,0,3,0,5,6,0.833,2,1,3,3,2,2,3,2,11,8.2,season_1,KB
18,18,12/10/1996,18-109,LAL,SAC,0,6:00,0,1,0,0,1,0,0,0,,0,1,1,1,1,0,1,0,0,0.3,season_1,KB
19,19,12/17/1996,18-116,LAL,CHI,0,10:00,2,5,0.4,1,2,0.5,0,2,0,0,1,1,0,0,1,0,1,5,2.1,season_1,KB
20,20,12/18/1996,18-117,LAL,MIL,0,8:00,0,0,,0,0,,0,0,,2,1,3,1,0,1,1,0,0,2.1,season_1,KB
21,21,12/21/1996,18-120,LAL,MIN,0,11:00,2,3,0.667,1,2,0.5,0,0,,0,1,1,0,0,1,3,2,5,0.9,season_1,KB
22,22,12/25/1996,18-124,LAL,PHO,0,5:00,0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,1,0,-1.5,season_1,KB
23,23,12/29/1996,18-128,LAL,PHI,0,7:00,0,1,0,0,0,,0,0,,0,1,1,0,1,0,1,3,0,-1.6,season_1,KB
24,24,1/2/1997,18-132,LAL,SAC,0,10:00,2,3,0.667,0,1,0,0,0,,0,1,1,2,1,0,0,3,4,4.2,season_1,KB
25,25,1/3/1997,18-133,LAL,SAC,0,22:00,6,10,0.6,0,2,0,9,10,0.9,2,3,5,1,2,2,0,1,21,22,season_1,KB
26,26,1/5/1997,18-135,LAL,VAN,0,29:00:00,6,9,0.667,1,1,1,3,4,0.75,3,2,5,3,1,0,2,3,16,14.3,season_1,KB
27,27,1/6/1997,18-136,LAL,POR,0,23:00,3,9,0.333,1,3,0.333,1,2,0.5,0,2,2,2,2,0,2,3,8,3.3,season_1,KB
28,28,1/8/1997,18-138,LAL,CHH,0,22:00,4,13,0.308,0,2,0,1,2,0.5,1,0,1,2,2,1,2,2,9,3.1,season_1,KB
29,29,1/10/1997,18-140,LAL,MIA,0,8:00,1,3,0.333,0,1,0,0,0,,1,2,3,0,0,0,2,0,2,-0.4,season_1,KB
30,30,1/14/1997,18-144,LAL,VAN,0,6:00,1,6,0.167,0,2,0,0,0,,0,0,0,0,1,0,0,1,2,-1.2,season_1,KB
31,31,1/18/1997,18-148,LAL,DET,0,32:00:00,8,13,0.615,3,5,0.6,2,2,1,0,2,2,5,1,0,4,1,21,15.8,season_1,KB
32,32,1/20/1997,18-150,LAL,DAL,0,13:00,3,7,0.429,0,0,,0,0,,1,1,2,1,1,0,5,2,6,-0.8,season_1,KB
33,33,1/24/1997,18-154,LAL,GSW,0,25:00:00,4,8,0.5,1,4,0.25,8,8,1,3,3,6,4,1,0,3,2,17,16,season_1,KB
34,34,1/26/1997,18-156,LAL,SEA,0,17:00,3,6,0.5,1,1,1,0,0,,1,0,1,1,1,0,3,0,7,3.4,season_1,KB
35,35,1/28/1997,18-158,LAL,DAL,1,32:00:00,5,11,0.455,0,3,0,2,3,0.667,1,2,3,2,2,1,3,1,12,7.9,season_1,KB
36,36,1/29/1997,18-159,LAL,SAS,1,30:00:00,6,12,0.5,3,7,0.429,4,4,1,1,3,4,0,2,2,3,2,19,14.2,season_1,KB
37,37,2/2/1997,18-163,LAL,WSB,0,24:00:00,2,9,0.222,0,1,0,9,9,1,0,3,3,3,0,0,1,0,13,9.5,season_1,KB
38,38,2/4/1997,18-165,LAL,LAC,0,23:00,2,10,0.2,0,2,0,2,2,1,1,2,3,0,2,0,2,2,6,0.3,season_1,KB
39,39,2/5/1997,18-166,LAL,CHI,0,13:00,2,7,0.286,1,2,0.5,0,0,,1,2,3,0,0,1,0,0,5,2.9,season_1,KB
40,40,2/12/1997,18-173,LAL,MIN,0,11:00,0,4,0,0,0,,2,3,0.667,1,1,2,3,0,1,1,1,2,1.2,season_1,KB
41,41,2/13/1997,18-174,LAL,DEN,0,20:00,4,10,0.4,1,2,0.5,0,0,,1,1,2,3,1,0,1,2,9,5.9,season_1,KB
42,42,2/16/1997,18-177,LAL,SEA,0,13:00,0,3,0,0,1,0,0,0,,0,1,1,0,0,0,2,2,0,-4.6,season_1,KB
43,43,2/19/1997,18-180,LAL,CLE,1,23:00,3,7,0.429,2,4,0.5,2,2,1,0,2,2,0,0,2,1,3,10,6.1,season_1,KB
44,44,2/21/1997,18-182,LAL,VAN,0,5:00,1,1,1,0,0,,0,0,,0,1,1,0,0,0,2,0,2,0,season_1,KB
45,45,2/23/1997,18-184,LAL,NYK,0,4:00,0,2,0,0,1,0,0,0,,0,1,1,0,0,0,0,1,0,-1.5,season_1,KB
46,46,2/28/1997,18-189,LAL,ATL,0,1:00,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,season_1,KB
47,47,3/2/1997,18-191,LAL,IND,0,22:00,4,9,0.444,0,1,0,2,2,1,1,0,1,1,0,0,1,1,10,5.3,season_1,KB
48,48,3/4/1997,18-193,LAL,DAL,0,6:00,0,2,0,0,1,0,0,0,,1,1,2,0,0,0,0,0,0,-0.4,season_1,KB
49,49,3/7/1997,18-196,LAL,HOU,0,17:00,3,10,0.3,0,4,0,2,2,1,0,1,1,1,1,0,1,1,8,2.8,season_1,KB
50,50,3/9/1997,18-198,LAL,NJN,0,26:00:00,3,6,0.5,1,3,0.333,5,5,1,1,1,2,2,2,1,0,3,12,12.9,season_1,KB
51,51,3/12/1997,18-201,LAL,GSW,0,18:00,6,10,0.6,4,6,0.667,2,3,0.667,1,0,1,0,3,0,3,4,18,12.1,season_1,KB
52,52,3/14/1997,18-203,LAL,LAC,0,26:00:00,6,13,0.462,3,4,0.75,1,2,0.5,2,2,4,1,3,0,1,2,16,12.8,season_1,KB
53,53,3/16/1997,18-205,LAL,TOR,0,23:00,2,9,0.222,2,7,0.286,4,4,1,1,4,5,1,0,0,1,2,10,5.3,season_1,KB
54,54,3/17/1997,18-206,LAL,DEN,0,10:00,3,7,0.429,2,4,0.5,0,0,,0,0,0,1,2,0,1,0,8,6,season_1,KB
55,55,3/20/1997,18-209,LAL,CLE,0,3:00,0,1,0,0,0,,0,0,,0,1,1,1,0,0,2,1,0,-2.1,season_1,KB
56,56,3/21/1997,18-210,LAL,MIA,0,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,season_1,KB
57,57,3/23/1997,18-212,LAL,ORL,0,19:00,3,6,0.5,0,1,0,2,2,1,1,1,2,4,0,0,4,1,8,4.4,season_1,KB
58,58,3/24/1997,18-213,LAL,NJN,0,9:00,2,3,0.667,0,0,,2,3,0.667,1,0,1,0,0,0,1,0,6,4,season_1,KB
59,59,3/26/1997,18-215,LAL,MIL,1,32:00:00,7,14,0.5,2,4,0.5,3,4,0.75,0,1,1,4,2,0,1,1,19,15.3,season_1,KB
60,60,3/27/1997,18-216,LAL,VAN,1,43:00:00,6,16,0.375,1,5,0.2,7,7,1,4,4,8,4,3,0,3,3,20,16.8,season_1,KB
61,61,4/1/1997,18-221,LAL,SEA,0,12:00,4,5,0.8,1,1,1,0,0,,0,1,1,1,0,0,2,5,9,4.1,season_1,KB
62,62,4/2/1997,18-222,LAL,DEN,0,16:00,2,6,0.333,0,0,,2,2,1,1,2,3,3,1,0,1,1,6,5.6,season_1,KB
63,63,4/4/1997,18-224,LAL,SAS,0,17:00,4,6,0.667,0,1,0,7,7,1,0,0,0,3,0,0,3,2,15,10.7,season_1,KB
64,64,4/6/1997,18-226,LAL,DAL,0,22:00,3,9,0.333,2,4,0.5,5,5,1,1,1,2,3,3,0,1,3,13,11.8,season_1,KB
65,65,4/8/1997,18-228,LAL,GSW,0,25:00:00,9,11,0.818,2,3,0.667,4,7,0.571,1,1,2,3,1,0,5,3,24,16.6,season_1,KB
66,66,4/9/1997,18-229,LAL,UTA,0,34:00:00,3,12,0.25,1,2,0.5,4,6,0.667,1,1,2,3,1,0,2,2,11,4.3,season_1,KB
67,67,4/11/1997,18-231,LAL,PHO,1,28:00:00,3,7,0.429,1,2,0.5,0,0,,1,0,1,1,1,0,1,2,7,3.9,season_1,KB
68,68,4/13/1997,18-233,LAL,UTA,0,16:00,3,5,0.6,0,1,0,6,6,1,1,0,1,4,0,1,1,0,12,12.9,season_1,KB
69,69,4/17/1997,18-237,LAL,SAC,0,16:00,1,4,0.25,0,1,0,1,2,0.5,0,2,2,1,1,0,3,2,3,-1.3,season_1,KB
70,70,4/18/1997,18-238,LAL,LAC,0,15:00,0,0,,0,0,,5,8,0.625,0,1,1,2,0,0,2,1,5,3.1,season_1,KB
71,71,4/20/1997,18-240,LAL,POR,0,4:00,0,0,,0,0,,2,2,1,0,1,1,1,0,1,2,0,2,1.7,season_1,KB
1,1,10/31/1997,19-069,LAL,UTA,0,33:00:00,5,13,0.385,0,2,0,13,14,0.929,0,3,3,5,1,0,1,1,23,19.5,season_2,KB
2,2,11/4/1997,19-073,LAL,SAC,0,21:00,2,10,0.2,0,2,0,0,0,,2,1,3,3,2,1,3,1,4,0.9,season_2,KB
3,3,11/7/1997,19-076,LAL,NYK,0,20:00,1,9,0.111,0,2,0,2,3,0.667,0,1,1,1,1,0,0,2,4,-1.1,season_2,KB
4,4,11/9/1997,19-078,LAL,GSW,0,24:00:00,11,18,0.611,2,3,0.667,1,2,0.5,2,1,3,5,3,1,0,1,25,24.9,season_2,KB
5,5,11/16/1997,19-085,LAL,VAN,0,16:00,2,6,0.333,1,4,0.25,6,6,1,0,1,1,1,0,0,2,2,11,5.8,season_2,KB
6,6,11/18/1997,19-087,LAL,UTA,0,29:00:00,4,10,0.4,0,2,0,11,12,0.917,1,4,5,2,0,2,2,2,19,15.1,season_2,KB
7,7,11/19/1997,19-088,LAL,MIN,0,34:00:00,9,18,0.5,1,5,0.2,1,1,1,0,3,3,3,2,0,2,2,20,13.2,season_2,KB
8,8,11/23/1997,19-092,LAL,LAC,0,29:00:00,8,21,0.381,0,2,0,8,9,0.889,3,2,5,4,4,0,1,3,24,19.4,season_2,KB
9,9,11/25/1997,19-094,LAL,MIA,0,27:00:00,7,21,0.333,1,5,0.2,1,5,0.2,2,0,2,3,3,0,2,2,16,6.2,season_2,KB
10,10,11/26/1997,19-095,LAL,BOS,0,28:00:00,5,11,0.455,1,1,1,3,8,0.375,2,3,5,2,1,0,7,1,14,3.6,season_2,KB
11,11,11/28/1997,19-097,LAL,PHI,0,23:00,7,11,0.636,3,5,0.6,2,5,0.4,1,1,2,1,0,1,4,4,19,9.7,season_2,KB
12,12,11/30/1997,19-099,LAL,TOR,0,19:00,2,8,0.25,0,1,0,2,2,1,0,5,5,3,1,0,2,3,6,2.6,season_2,KB
13,13,12/3/1997,19-102,LAL,DEN,0,24:00:00,3,10,0.3,1,3,0.333,3,4,0.75,1,3,4,5,0,2,2,1,10,7.9,season_2,KB
14,14,12/5/1997,19-104,LAL,SAS,0,27:00:00,4,10,0.4,1,3,0.333,8,8,1,1,3,4,5,3,0,0,1,17,19.3,season_2,KB
15,15,12/7/1997,19-106,LAL,CLE,0,29:00:00,5,15,0.333,2,4,0.5,9,10,0.9,1,3,4,2,0,0,1,5,21,12.1,season_2,KB
16,16,12/8/1997,19-107,LAL,POR,0,25:00:00,6,14,0.429,1,3,0.333,6,8,0.75,0,2,2,1,1,0,3,3,19,8.9,season_2,KB
17,17,12/10/1997,19-109,LAL,GSW,0,30:00:00,7,15,0.467,2,3,0.667,4,8,0.5,3,3,6,4,1,0,2,0,20,15.5,season_2,KB
18,18,12/12/1997,19-111,LAL,HOU,0,26:00:00,8,15,0.533,2,4,0.5,9,10,0.9,1,4,5,1,2,0,1,1,27,22.5,season_2,KB
19,19,12/14/1997,19-113,LAL,DAL,0,32:00:00,12,21,0.571,3,7,0.429,3,4,0.75,1,2,3,3,0,0,2,3,30,19.9,season_2,KB
20,20,12/16/1997,19-115,LAL,MIN,0,23:00,7,15,0.467,0,2,0,5,5,1,2,4,6,0,0,0,1,3,19,11.7,season_2,KB
21,21,12/17/1997,19-116,LAL,CHI,0,29:00:00,12,20,0.6,3,5,0.6,6,9,0.667,2,1,3,2,0,0,0,4,33,24.1,season_2,KB
22,22,12/19/1997,19-118,LAL,ATL,0,31:00:00,7,16,0.438,1,4,0.25,4,6,0.667,1,1,2,1,3,0,2,2,19,11.7,season_2,KB
23,23,12/20/1997,19-119,LAL,CHH,0,26:00:00,5,14,0.357,1,3,0.333,2,2,1,1,0,1,1,0,0,1,3,13,4.4,season_2,KB
24,24,12/22/1997,19-121,LAL,HOU,0,27:00:00,6,13,0.462,2,4,0.5,5,6,0.833,2,3,5,0,2,1,2,3,19,13.7,season_2,KB
25,25,12/26/1997,19-125,LAL,LAC,0,27:00:00,7,15,0.467,2,5,0.4,0,1,0,0,1,1,2,0,1,1,4,16,7.7,season_2,KB
26,26,12/28/1997,19-127,LAL,BOS,0,26:00:00,5,11,0.455,0,2,0,7,10,0.7,0,0,0,1,2,1,2,4,17,9.9,season_2,KB
27,27,12/30/1997,19-129,LAL,SAC,0,28:00:00,4,10,0.4,0,1,0,4,6,0.667,0,4,4,1,0,1,2,2,12,5.6,season_2,KB
28,28,1/2/1998,19-132,LAL,ATL,0,24:00:00,5,8,0.625,2,3,0.667,0,0,,1,2,3,4,2,0,3,1,12,11.1,season_2,KB
29,29,1/4/1998,19-134,LAL,PHI,0,31:00:00,6,18,0.333,1,3,0.333,7,11,0.636,2,4,6,4,2,0,0,5,20,13.6,season_2,KB
30,30,1/6/1998,19-136,LAL,VAN,0,25:00:00,6,10,0.6,1,1,1,3,3,1,1,1,2,2,2,0,1,1,16,14.4,season_2,KB
31,31,1/7/1998,19-137,LAL,MIL,0,20:00,4,7,0.571,0,1,0,9,10,0.9,1,1,2,2,2,1,3,2,17,14.6,season_2,KB
32,32,1/9/1998,19-139,LAL,LAC,0,27:00:00,4,11,0.364,0,2,0,7,7,1,0,0,0,2,2,1,1,3,15,10.8,season_2,KB
33,33,1/11/1998,19-141,LAL,CHH,0,14:00,3,9,0.333,0,2,0,0,0,,0,2,2,1,0,0,1,1,6,0.8,season_2,KB
34,34,1/14/1998,19-144,LAL,DEN,0,23:00,3,8,0.375,1,3,0.333,7,8,0.875,1,2,3,5,0,0,2,1,14,11.6,season_2,KB
35,35,1/17/1998,19-147,LAL,MIA,0,27:00:00,6,9,0.667,1,2,0.5,8,9,0.889,3,2,5,2,0,0,4,4,21,15.2,season_2,KB
36,36,1/19/1998,19-149,LAL,ORL,0,31:00:00,4,7,0.571,1,2,0.5,7,7,1,1,1,2,1,1,1,1,0,16,15.1,season_2,KB
37,37,1/21/1998,19-151,LAL,PHO,0,34:00:00,7,12,0.583,3,4,0.75,8,10,0.8,1,4,5,3,0,1,2,3,25,20.1,season_2,KB
38,38,1/24/1998,19-154,LAL,SEA,0,33:00:00,6,14,0.429,1,4,0.25,5,8,0.625,1,3,4,0,0,1,3,5,18,6.7,season_2,KB
39,39,1/28/1998,19-158,LAL,NJN,0,35:00:00,10,19,0.526,0,3,0,6,8,0.75,3,2,5,0,0,0,2,3,26,15.4,season_2,KB
40,40,1/30/1998,19-160,LAL,MIN,0,30:00:00,7,16,0.438,2,3,0.667,6,9,0.667,2,1,3,7,0,0,4,4,22,13.4,season_2,KB
41,41,2/1/1998,19-162,LAL,CHI,0,26:00:00,7,16,0.438,2,6,0.333,4,7,0.571,0,4,4,1,2,0,1,4,20,11.7,season_2,KB
42,42,2/4/1998,19-165,LAL,POR,0,28:00:00,6,10,0.6,1,2,0.5,13,13,1,1,3,4,4,3,1,1,4,26,26.9,season_2,KB
43,43,2/10/1998,19-171,LAL,POR,1,30:00:00,6,13,0.462,2,3,0.667,3,5,0.6,2,2,4,2,1,1,1,4,17,12,season_2,KB
44,44,2/11/1998,19-172,LAL,GSW,0,22:00,5,11,0.455,0,0,,1,2,0.5,2,3,5,0,0,0,4,1,11,2.8,season_2,KB
45,45,2/13/1998,19-174,LAL,SEA,0,41:00:00,4,13,0.308,0,4,0,7,7,1,1,2,3,6,0,1,1,1,15,12.3,season_2,KB
46,46,2/15/1998,19-176,LAL,HOU,0,33:00:00,8,15,0.533,2,5,0.4,0,0,,2,0,2,0,1,0,2,2,18,10.3,season_2,KB
47,47,2/18/1998,19-179,LAL,PHO,0,24:00:00,3,8,0.375,0,1,0,2,2,1,1,3,4,4,2,0,4,3,8,4.8,season_2,KB
48,48,2/19/1998,19-180,LAL,DEN,0,35:00:00,7,10,0.7,0,0,,7,8,0.875,1,3,4,7,0,0,0,1,21,22.5,season_2,KB
49,49,2/22/1998,19-183,LAL,ORL,0,37:00:00,6,15,0.4,2,3,0.667,4,5,0.8,0,3,3,4,2,0,2,1,18,12.8,season_2,KB
50,50,2/24/1998,19-185,LAL,MIL,0,25:00:00,3,12,0.25,1,1,1,5,5,1,1,4,5,2,0,0,1,2,12,6.3,season_2,KB
51,51,2/25/1998,19-186,LAL,IND,0,22:00,1,8,0.125,0,0,,6,6,1,2,1,3,2,1,0,6,3,8,-0.3,season_2,KB
52,52,2/27/1998,19-188,LAL,MIN,0,26:00:00,4,12,0.333,1,4,0.25,5,6,0.833,0,3,3,4,1,1,2,2,14,9.4,season_2,KB
53,53,3/1/1998,19-190,LAL,NYK,0,26:00:00,4,15,0.267,1,5,0.2,5,5,1,1,4,5,0,0,0,1,5,14,4,season_2,KB
54,54,3/2/1998,19-191,LAL,WAS,0,12:00,2,7,0.286,0,1,0,0,0,,0,1,1,1,0,0,1,0,4,-0.1,season_2,KB
55,55,3/4/1998,19-193,LAL,IND,0,21:00,3,8,0.375,0,0,,9,14,0.643,1,2,3,1,0,0,4,3,15,5.4,season_2,KB
56,56,3/6/1998,19-195,LAL,SAS,0,21:00,1,6,0.167,0,2,0,5,6,0.833,0,1,1,2,1,2,1,0,7,5.9,season_2,KB
57,57,3/8/1998,19-197,LAL,DET,0,19:00,2,7,0.286,0,2,0,0,0,,1,2,3,0,1,0,1,0,4,1.2,season_2,KB
58,58,3/11/1998,19-200,LAL,POR,0,20:00,4,10,0.4,1,2,0.5,4,5,0.8,1,1,2,2,0,0,1,2,13,7.8,season_2,KB
59,59,3/12/1998,19-201,LAL,LAC,0,12:00,2,9,0.222,1,2,0.5,1,2,0.5,0,3,3,1,0,0,4,1,6,-2.7,season_2,KB
60,60,3/15/1998,19-204,LAL,VAN,0,25:00:00,4,7,0.571,1,1,1,4,7,0.571,1,2,3,5,0,2,1,0,13,13.7,season_2,KB
61,61,3/16/1998,19-205,LAL,SEA,0,14:00,0,1,0,0,1,0,0,0,,0,0,0,2,0,0,1,2,0,-1.1,season_2,KB
62,62,3/18/1998,19-207,LAL,PHO,0,28:00:00,1,10,0.1,0,3,0,8,9,0.889,1,2,3,6,0,3,1,1,10,9.2,season_2,KB
